DIRECCIÓN,ESQUINA,COLONIA,ALCALDIA,TIPO DE POSTE,BOTON,ALTAVOZ,LONGITUD ,LATITUD ,ESTATUS CONECTIVIDAD
C. CORAS,C. NEZAHUALPILLI,AJUSCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,16275","19,312928",WIFI GRATUITO_ACTIVO
C. REY HUEMAN,C. TOTONACAS,AJUSCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,162868","19,318442",WIFI GRATUITO_ACTIVO
REY HUEMAN,CORAS,AJUSCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,160171","19,316106",WIFI GRATUITO_ACTIVO
C. REY IXTLIXOCHITL,CORAS,AJUSCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,154657","19,322362",WIFI GRATUITO_ACTIVO
C. MIXTECAS,C. REY IXTLIXOCHITL,AJUSCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,156619","19,323942",WIFI GRATUITO_ACTIVO
C. REY IXTLIXOCHITL,C. TOTONACAS,AJUSCO,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,157467","19,32461",WIFI GRATUITO_ACTIVO
C. REY TEPALCALTZIN,C. TOTONACAS,AJUSCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,161289","19,319989",WIFI GRATUITO_ACTIVO
ZAPOTECAS,NEZAHUALPILLI,AJUSCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,167321","19,316676",WIFI GRATUITO_ACTIVO
C. REY TEPALCATZIN,C. ZAPOTECAS,AJUSCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,163138","19,321415",WIFI GRATUITO_ACTIVO
CALLE P,CALLE O,ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,118686","19,314689",WIFI GRATUITO_ACTIVO
OCELOTL,ENTRE C. HIDALGO Y AVENIDA DIVISION DEL NORTE,PUEBLO SAN PABLO TEPETLAPA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,140855","19,32494",WIFI GRATUITO_ACTIVO
CALLE H ( DENTRO DE LA UNIDAD HABITACIONAL ),CALZADA DE LAS BOMBAS,ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,121693","19,313061",WIFI GRATUITO_ACTIVO
C. CENTRAL,ENTRE CALZADA LAS BOMBAS Y CALLE N,U.H. ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,120112","19,31289",WIFI GRATUITO_ACTIVO
CALLE F,ENTRE CALLE E Y C. TEPETLAPA,ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,121942","19,315681",WIFI GRATUITO_ACTIVO
ANDEN E,CALLE B,ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,123406","19,313421",WIFI GRATUITO_ACTIVO
ORIENTAL,TORRE DE PISA,ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,114754","19,314719",WIFI GRATUITO_ACTIVO
ANDADOR SIN NOMBRE,ENTRE CALLE H Y C. TEPETLA,ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,121675","19,314651",WIFI GRATUITO_ACTIVO
AVENIDA UNIVERSIDAD,ENTRE C. CERRO ACASULCO Y C. BENITO JUAREZ,U.H. ALTILLO UNIVERSIDAD,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,181656","19,341361",WIFI GRATUITO_ACTIVO
TECUALIAPAN,ENTRE C. TENANTITLA Y CDA. TECUALIPAN,SAN FRANCISCO,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,167006","19,343264",WIFI GRATUITO_ACTIVO
AVENIDA CANADA,ENTRE PENNSYLVANIA Y ACOLOTITLAN,BARRIO SAN LUCAS,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,152062","19,347542",WIFI GRATUITO_ACTIVO
E. PALLARES Y PORTILLO,ENTRE C. REAL SAN LUCAS Y C.PENSILVANIA,BARRIO SAN LUCAS,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,151956","19,346313",WIFI GRATUITO_ACTIVO
COSCOMATE,ENTRE C. PASEO CANTIL Y C. PABLO DE LA LLAVE,BOSQUE DE TETLALMEYA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,155407","19,299967",WIFI GRATUITO_ACTIVO
BOSQUE,DE LOS COLIBRIES,STA. MARTHA DEL SUR,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,130473","19,341712",WIFI GRATUITO_ACTIVO
C. CERRO SAN ANTONIO,CALZADA DE TLALPAN,CAMPESTRE CHURUBUSCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,142867","19,339859",WIFI GRATUITO_ACTIVO
AVENIDA CAPITANA M. MEDINA,C. LAURA MENDEZ DE CUENCA,CULHUACAN CTM IX,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,105582","19,320933",WIFI GRATUITO_ACTIVO
PRIV. CHIMALISTAC,AV. UNIVERSIDAD,COPILCO EL BAJO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,18354","19,34032",WIFI GRATUITO_ACTIVO
TENIS,DE LOS CICLISTAS,COUNTRY CLUB,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,144449","19,351435",WIFI GRATUITO_ACTIVO
AVENIDA DEL IMAN,ENTRE C. ALBA Y C. CEFIRO,INSURGENTES CUICUILCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,182075","19,306856",WIFI GRATUITO_ACTIVO
AVENIDA UNIVERSIDAD,ENTRE C. BENITO JUAREZ Y EJE 10 SUR AV. COPILCO,PARA EMPLEADOS FEDERALES,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,183128","19,337754",WIFI GRATUITO_ACTIVO
C. ARBOLITO,EJE 10 SUR AV. COPILCO,COPILCO UNIVERSIDAD,COYOACAN,9m,SIN BOTON,SIN ALTAVOZ,"-99,178833","19,336384",WIFI GRATUITO_ACTIVO
AVENIDA UNIVERSIDAD,ENTRE C. BENITO JUAREZ Y EJE 10 SUR AV. COPILCO,COPILCO EL BAJO,COYOACAN,9m,SIN BOTON,SIN ALTAVOZ,"-99,182425","19,339029",WIFI GRATUITO_ACTIVO
21 DE AGOSTO,AVENIDA CUAUHTEMOC,COPILCO EL BAJO,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,187709","19,339195",WIFI GRATUITO_ACTIVO
EJE 10 SUR AV. COPILCO,C. ESCOLAR,COPILCO EL BAJO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,18647","19,337877",WIFI GRATUITO_ACTIVO
EJE 10 SUR COPILCO,ENTRE AVENIDA CUAUHTEMOC Y AVENIDA UNIVERSIDAD,COPILCO EL BAJO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,185356","19,337724",WIFI GRATUITO_ACTIVO
C. ALVARO GALVEZ Y FUENTES,CALZADA DE TLALPAN,EDUCACION,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,142218","19,337582",WIFI GRATUITO_ACTIVO
ALVARO GALVEZ Y FUENTES,AVENIDA 8,EDUCACION,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,141228","19,337836",WIFI GRATUITO_ACTIVO
AVENIDA 8,CALLE C MZ. XIII,MULTIFAMILIAR TLALPAN,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,141667","19,338622",WIFI GRATUITO_ACTIVO
AVENIDA OCHO,CALLE B MANZ. XIII,MULTIFAMILIAR TLALPAN,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,141838","19,339056",WIFI GRATUITO_ACTIVO
AVENIDA CANAL DE MIRAMONTES,ENTRE C. DE LAS TORRES Y CALZADA TAXQUEÑA,CAMPESTRE CHURUBUSCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,137548","19,343108",WIFI GRATUITO_ACTIVO
C. CERRO SAN ANTONIO,AVENIDA 8,EDUCACION,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,14203","19,339742",WIFI GRATUITO_ACTIVO
CALZADA DE TLALPAN,ENTRE C. CERRO SAN ANTONIO Y C. ALVARO GALVEZ Y FUENTES,EDUCACION,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,142504","19,33854",WIFI GRATUITO_ACTIVO
CALZADA DE TLALPAN,C. CERRO SAN ANTONIO,CAMPESTRE CHURUBUSCO,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,142715","19,339263",WIFI GRATUITO_ACTIVO
C. RICARDO MONGES LOPEZ,CALLE D MZ. XI,EDUCACION,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,135687","19,337687",WIFI GRATUITO_ACTIVO
AV. EL BORDO,ENTRE C. EL BORDO Y CALZADA DEL HUESO,U.H. EL HUESO VERGEL,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,136518","19,306498",WIFI GRATUITO_ACTIVO
AV. EL BORDO, ENTRE AV. EL BORDO Y CALZADA DEL HUESO,INFONAVIT EL HUESO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,135538","19,307339",WIFI GRATUITO_ACTIVO
AV. EL BORDO,ENTRE C. ALVARO OBREGON Y CALZADA DEL HUESO,VIEJO EJIDO DE STA. URSULA COAPA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,137547","19,307473",WIFI GRATUITO_ACTIVO
AV. EL BORDO,C. ALVARO OBREGON,VIEJO EJIDO STA. URSULA COAPA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,137165","19,306001",WIFI GRATUITO_ACTIVO
AVENIDA FRESNO,CERRADA 5 COROLA,EL RELOJ,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,14259","19,315946",WIFI GRATUITO_ACTIVO
SANTIAGO APOSTOL,ANGEL PANDAL,SANTIAGUITO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,026007","19,2561",WIFI GRATUITO_ACTIVO
RANCHO DEL ARCO,CALZADA DEL HUESO Y C. RANCHO VISTA HERMOSA,LOS GIRASOLES,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,122905","19,305098",WIFI GRATUITO_ACTIVO
RANCHO SAN LORENZO,ENTRE CALZADA DE LAS BOMBAS Y C. RANCHO MANTE,FRACC. LOS GIRASOLES,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,125545","19,309335",WIFI GRATUITO_ACTIVO
RANCHO TOLLOCAN,ENTRE RANCHO MANTE Y RANCHO GUADALUPE,FRACC. LOS GIRASOLES,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,125162","19,306298",WIFI GRATUITO_ACTIVO
C. TEPETLAPA,ENTRE CALLE H Y CALLE I,U.H. ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,120924","19,316658",WIFI GRATUITO_ACTIVO
C. TEPETLAPA,CALLE 12,ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,119629","19,316532",WIFI GRATUITO_ACTIVO
TEPETLAPA,ENTRE CALLE 17 Y CALLE S,ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,117392","19,316335",WIFI GRATUITO_ACTIVO
C. TEPETLAPA,CALLE W,ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,11565","19,316146",WIFI GRATUITO_ACTIVO
TEPETLAPA,ENTRE ANDADOR 28 Y ANDADOR 29,ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,112908","19,315913",WIFI GRATUITO_ACTIVO
TEPETLAPA,ENTRE AND. 3 Y AND. 4,U. H. ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,122752","19,316937",WIFI GRATUITO_ACTIVO
C. TEPETLAPA,CALLE F,ALIANZA POPULAR REVOLUCIONARIA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,121791","19,316739",WIFI GRATUITO_ACTIVO
CERRO QUINCENO,AMACUZAC,CAMPESTRE CHURUBUSCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,128296","19,346223",WIFI GRATUITO_ACTIVO
AVENIDA REY MOCTEZUMA,NAHUATLACAS,AMPLIACION CANDELARIA,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,152727","19,325952",WIFI GRATUITO_ACTIVO
CDA. R. MOCTEZUMA,C. CORAS,HUAYAMILPAS,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,15187","19,325247",WIFI GRATUITO_ACTIVO
AVENIDA DEL PANTEON,C. REY MOCTEZUMA,AMPLIACION CANDELARIA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,153975","19,326972",WIFI GRATUITO_ACTIVO
AVENIDA CUAUHTEMOC,LORETO,COPILCO EL BAJO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,188642","19,33885",WIFI GRATUITO_ACTIVO
EJE 10 SUR AV COPILCO,ENTRE AVENIDA CUAUHTEMOC Y C. ESCOLAR,COPILCO EL BAJO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,187555","19,338056",WIFI GRATUITO_ACTIVO
C. CERRO DEL AGUA,C. MIGUEL A. ASTURIAS,FRACC. ROMERO DE TERREROS,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,175767","19,336703",WIFI GRATUITO_ACTIVO
AV. UNIVERSIDAD,ENTRE AV. MIGUEL ANGEL DE QUEVEDO Y C. CERRO XICO,OXTOPILCO UNIVERSIDAD,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,180984","19,344579",WIFI GRATUITO_ACTIVO
AVENIDA DIVISION DEL NORTE,ARBOL DEL FUEGO,EL ROSARIO,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,14443","19,330839",WIFI GRATUITO_ACTIVO
CALZ DE LAS BOMBAS,RANCHO TEZONAPA,CAMPESTRE COYOACAN,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,117751","19,311961",WIFI GRATUITO_ACTIVO
AVENIDA RONCHAMP,CALZADA DE LAS BOMBAS,LOS CEDROS,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,113543","19,311647",WIFI GRATUITO_ACTIVO
C. RANCHO MIRADORES,C. RANCHO MANTE,FRACC. LOS GIRASOLES,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,126639","19,308204",WIFI GRATUITO_ACTIVO
C. RANCHO MIRADORES,C. RANCHO AMANTE,FRACC. LOS GIRASOLES,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,127313","19,306098",WIFI GRATUITO_ACTIVO
CANAL NACIONAL,ENTRE AV. HEROICA ESCUELA NAVAL MILITAR Y C. 20 DE AGOSTO,BARRIO LA MAGDALENA CULHUACAN,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,1187","19,348073",WIFI GRATUITO_ACTIVO
EJE 2 OTE. H. ESCUELA NAVAL MILITAR,C. SAN ALFREDO,BARRIO LA MAGDALENA CULHUACAN,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,120726","19,344927",WIFI GRATUITO_ACTIVO
EJE 2 OTE. H. ESC. NAVAL MILITAR,7A. PASEO CHICO,PASEOS DE TASQUEÑA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,121239","19,343481",WIFI GRATUITO_ACTIVO
KAPPA,AVENIDA MIGUEL A. DE QUEVEDO,MANUEL ROMERO DE TERREROS,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,174368","19,345697",WIFI GRATUITO_ACTIVO
C. KAPPA,AND. KAPPA,MANUEL ROMERO DE TERREROS,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,175633","19,344602",WIFI GRATUITO_ACTIVO
ANDADOR MANUEL A. COUTO,AND. TRINIDAD GARCIA,MANUEL ROMERO DE TERREROS,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,174643","19,34444",WIFI GRATUITO_ACTIVO
CLAVEL,ENTRE PRIV. CLAVEL Y C. 21 DE MARZO,AMPLIACION CANDELARIA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,146931","19,327692",WIFI GRATUITO_ACTIVO
MUSEO,SUCHIL,EL ROSARIO,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,142969","19,325553",WIFI GRATUITO_ACTIVO
IRLANDA,CALIFORNIA,PARQUE SAN ANDRES,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,147997","19,347663",WIFI GRATUITO_ACTIVO
C. PUERTO RICO,ENTRE C. VIRGINIA Y CALZADA DE TLALPAN,PARQUE SAN ANDRES,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,145166","19,344521",WIFI GRATUITO_ACTIVO
EJE 2 OTE. H. ESC. NAVAL MILITAR ,C. 6A. PASEO CHICO,PASEOS DE TASQUEÑA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,120176","19,347729",WIFI GRATUITO_ACTIVO
C. PASEO DE LA HACIENDA,C. PASEO DE LOS FRAMBOYANES,PASEOS DE TASQUEÑA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,12423","19,345711",WIFI GRATUITO_ACTIVO
C. PASEO DE LA HACIENDA,C. PASEO DE LOS GRANADOS,PASEOS DE TASQUEÑA,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,123155","19,345784",WIFI GRATUITO_ACTIVO
PASEO DE LOS NARANJOS,PASEO DE LOS DURAZNOS,PASEOS DE TAXQUEÑA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,125013","19,348747",WIFI GRATUITO_ACTIVO
PASEO DE LOS FRAMBOYANES,PASEO DE LOS PIRULES,PASEOS DE TAXQUEÑA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,124201","19,344283",WIFI GRATUITO_ACTIVO
C. CANAL NACIONAL,AVENIDA PASEO DE LOS JARDINES,PASEOS DE TAXQUEÑA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,126824","19,350734",WIFI GRATUITO_ACTIVO
AVENIDA DE LA LIBERTAD,RINCONADA DE LOS POETAS,PEDREGAL DE CARRASCO 5A. SECC.,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,167275","19,308379",WIFI GRATUITO_ACTIVO
AVENIDA DEL IMAN,RINCONADA DE LAS ISLAS,PEDREGAL DE CARRASCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,172722","19,310525",WIFI GRATUITO_ACTIVO
AVENIDA IMAN,C. RNDA. DE LAS PLAYAS,U. H. PEDREGAL DE CARRASCO 6a. SECC.,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,171742","19,311213",WIFI GRATUITO_ACTIVO
C. MEXICO 1968,ENTRE C. MELBOURNE 1956 Y C. PARIS 1900,OLIMPICA,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,168269","19,303336",WIFI GRATUITO_ACTIVO
AVENIDA PANAMERICANA,ENTRE C. RINCONADA DE LOS RITMOS Y C. RINCONADA DE LOS INSTRUMENTOS,UNIDAD VILLA PANAMERICANA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,172567","19,308402",WIFI GRATUITO_ACTIVO
AVENIDA PANAMERICANA,C. RINCONADA DE LAS TRIBUS,UNIDAD VILLA PANAMERICANA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,17387","19,306746",WIFI GRATUITO_ACTIVO
AVENIDA PANAMERICANA,C. RNDA. DE LOS CANTOS,UNIDAD VILLA PANAMERICANA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,17486","19,30736",WIFI GRATUITO_ACTIVO
AVENIDA PANAMERICANA,C. RINCONADA DE LOS MUSICOS,U.H. PEDREGAL DE CARRASCO 2A. SECC.,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,175202","19,30614",WIFI GRATUITO_ACTIVO
AVENIDA PANAMERICANA,ENTRE C. RINCONADA DE LA FAUNA Y RINCONADA DE LAS DEIDADES,UNIDAD VILLA PANAMERICANA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,176972","19,305505",WIFI GRATUITO_ACTIVO
AVENIDA PANAMERICANA,RNDA. VOLCANES,IDURGENTES CUILCULCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,180045","19,304309",WIFI GRATUITO_ACTIVO
AVENIDA PANAMERICANA,ENTRE RNDA. DE LOS PINTORES Y RNDA. DE LAS MONEDAS,PEDREGAL DE CARRASCO 10A SECC.,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,169997","19,308512",WIFI GRATUITO_ACTIVO
 AVENIDA PANAMERICANA,C. RNDA. DE LOS JUEGOS,PEDREGAL DE CARRASCO 3RA. SECC,COYOACAN,9m,SIN BOTON,SIN ALTAVOZ,"-99,169199","19,30986",WIFI GRATUITO_ACTIVO
C. MEXICO 1968,AV. DE LA LIBERTAD,U. H. PEDREGAL DE CARRASCO 7a. SECC.,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,169538","19,305693",WIFI GRATUITO_ACTIVO
C. MEXICO 1968,ENTRE C. RNDA. DE LAS MONEDAS Y C. ATENAS 1906,UNIDAD VILLA PANAMERICANA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,170577","19,307554",WIFI GRATUITO_ACTIVO
C. RNDA. COLONIAL,ESTACIONAMIENTO,U.H. PEDREGAL DE CARRASCO 7a SECC.,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,167728","19,304791",WIFI GRATUITO_ACTIVO
AVENIDA PANAMERICANA,C. RNDA. FLORA,PEDREGAL DE CARRASCO SECC. A,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,178504","19,305829",WIFI GRATUITO_ACTIVO
PAPATZIN,C. TOTONACAS,AJUSCO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,166995","19,313748",WIFI GRATUITO_ACTIVO
C. SAN ALBERTO,C. SAN MACARIO,PEDREGAL DE STA. URSULA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,151432","19,314981",WIFI GRATUITO_ACTIVO
C. SAN ALBERTO,C. SAN BERNARDINO,PEDREGAL DE STA. URSULA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,1457","19,31317",WIFI GRATUITO_ACTIVO
SAN CASTULO,SAN FELIPE,PEDREGAL DE SANTA URSULA ,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,149053","19,315987",WIFI GRATUITO_ACTIVO
SAN EMETERIO,SAN HERMILO,PEDREGAL DE STA. URSULA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,154646","19,311228",WIFI GRATUITO_ACTIVO
C. SAN FELIPE,C. SANTO TOMAS,PEDREGAL DE STA. URSULA,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,151529","19,316626",WIFI GRATUITO_ACTIVO
SAN GONZALO,SAN GABRIEL,PEDREGAL DE STA. URSULA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,151267","19,311837",WIFI GRATUITO_ACTIVO
SANTA URSULA,SAN PASCASIO,PEDREGAL DE STA. URSULA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,1589","19,310565",WIFI GRATUITO_ACTIVO
SAN HERMILO,SANTO TOMAS,PEDREGAL DE STA. URSULA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,153513","19,310913",WIFI GRATUITO_ACTIVO
C. SAN HERMILO,C. SAN ELEUTERIO,PEDREGAL DE STA. URSULA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,159526","19,312818",WIFI GRATUITO_ACTIVO
C. SAN JORGE,C.SAN CASTULO,PEDREGAL DE STA. URSULA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,152281","19,306946",WIFI GRATUITO_ACTIVO
SAN JORGE,SAN ELEUTERIO,PEDREGAL DE STA. URSULA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,160689","19,309632",WIFI GRATUITO_ACTIVO
C. SAN LEON,C. SAN RAUL,PEDREGAL DE STA. URSULA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,148469","19,312553",WIFI GRATUITO_ACTIVO
SANTA URSULA,SAN PERFECTO,SANTA URSULA COAPA,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,148779","19,307772",WIFI GRATUITO_ACTIVO
SAN RAUL,SAN ISIDRO,PEDREGAL DE STA. URSULA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,146698","19,311976",WIFI GRATUITO_ACTIVO
C. SAN RICARDO,C. SAN GONZALO,PEDREGAL DE STA. URSULA,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,155857","19,313261",WIFI GRATUITO_ACTIVO
SAN RICARDO,SAN HERMILO,PEDREGAL DE SANTA URSULA ,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,15637","19,311778",WIFI GRATUITO_ACTIVO
SAN RICARDO,SAN JORGE,PEDREGAL DE STA. URSULA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,157604","19,308686",WIFI GRATUITO_ACTIVO
C. SAN VICTORIO,C. SAN RAUL,PEDREGAL DE STA. URSULA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,153078","19,314022",WIFI GRATUITO_ACTIVO
ACATEMPA,GUAMUCHIL,PEDREGAL DE SANTO DOMINGO,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,169671","19,324635",WIFI GRATUITO_ACTIVO
C. AHUEJOTE,C. ACATEMPA,PEDREGAL DE STO. DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,1671","19,323291",WIFI GRATUITO_ACTIVO
AHUACAN,AMATL,PEDREGAL DE STO. DOMINGO,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,166904","19,32706",WIFI GRATUITO_ACTIVO
C. CANAHUITLI,C. AHUANUSCO,PEDREGAL DE STO. DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,167336","19,321429",WIFI GRATUITO_ACTIVO
C. AHUANUSCO,C. GUAMUCHIL,PEDREGAL DE STO. DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,170612","19,322592",WIFI GRATUITO_ACTIVO
AILE,ZIHUATLAN,PEDREGAL DE SANTO DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,170933","19,320134",WIFI GRATUITO_ACTIVO
C. CANAHUTLI,C. AZULCO,PEDREGAL DE SANTO DOMINGO,COYOACAN,9m,SIN BOTON,CON ALTAVOZ,"-99,164316","19,328608",WIFI GRATUITO_ACTIVO
PANZACOLA,AVENIDA MIGUEL A. DE QUEVEDO,BARRIO SANTA CATARINA,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,178787","19,346651",WIFI GRATUITO_ACTIVO
C. ANACAHUITA,C. JILOTZINGO,PEDREGAL DE STO. DOMINGO,COYOACAN,9m,CON BOTON,CON ALTAVOZ,"-99,171847","19,329387",WIFI GRATUITO_ACTIVO
